id,lp,v,gtt,gtn,ggn,ts,tp,t48,t1,t2,p48,p1,p2,pexh,tic,mf,decay_coeff_comp,decay_coeff_turbine,temp_ratio_t48_p48,temp_ratio_t1_p1,temp_ratio_t2_p2,torque_diff,rpm_ratio_gtn_ggn,fuel_per_rpm,total_prop_torque,power_proxy_kw,total_decay_score
9612,7.18,21.0,41434.14,2700.73,9076.33,353.92,353.92,851.07,288.0,695.67,3.09,1.0,16.23,1.04,48.71,0.96,0.99,0.98,275.43,288.0,42.86,0.0,0.3,0.0,707.84,11718394.54,0.03
9613,7.2,21.0,45562.24,2822.34,8995.93,391.38,391.38,878.08,288.0,703.96,3.29,1.0,17.12,1.04,55.53,1.09,0.99,0.98,266.89,288.0,41.12,0.0,0.31,0.0,782.76,13466136.62,0.03
9614,6.2,18.0,41312.27,2626.73,8540.29,354.5,354.5,840.08,288.0,683.76,3.06,1.0,15.86,1.04,51.67,1.02,0.99,0.98,274.54,288.0,43.11,0.0,0.31,0.0,709.0,11363787.69,0.03
9615,4.17,12.0,25131.46,2050.33,7678.85,208.33,208.33,716.09,288.0,629.75,2.26,1.0,11.82,1.03,33.19,0.66,0.99,0.98,316.85,288.0,53.28,0.0,0.27,0.0,416.66,5395977.17,0.03
9616,3.14,9.0,14074.72,1642.07,7218.15,109.99,109.99,629.9,288.0,594.78,1.7,1.0,9.05,1.02,18.07,0.4,0.99,0.98,370.53,288.0,65.72,0.0,0.23,0.0,219.98,2420249.0,0.03
9617,3.13,9.0,9986.62,1480.62,7228.73,72.75,72.75,601.96,288.0,585.67,1.49,1.0,8.07,1.02,12.5,0.28,0.99,0.98,404.0,288.0,72.57,0.0,0.2,0.0,145.5,1548427.07,0.03
9618,4.15,12.0,15428.39,1662.93,7735.65,121.09,121.09,648.9,288.0,608.07,1.75,1.0,9.45,1.02,17.96,0.38,0.99,0.98,370.8,288.0,64.35,0.0,0.21,0.0,242.18,2686724.87,0.03
9619,5.15,15.0,22356.99,1949.58,8277.01,181.97,181.97,707.73,288.0,634.67,2.11,1.0,11.32,1.03,26.23,0.52,0.99,0.98,335.42,288.0,56.07,0.0,0.24,0.0,363.94,4564392.8,0.03
9620,6.16,18.0,30695.22,2306.64,8722.3,256.1,256.1,773.31,288.0,663.93,2.55,1.0,13.55,1.03,35.63,0.71,0.99,0.98,303.26,288.0,49.0,0.0,0.26,0.0,512.2,7414454.21,0.03
9621,7.18,21.0,41434.52,2700.75,9077.03,353.9,353.9,850.02,288.0,695.48,3.09,1.0,16.21,1.04,48.63,0.96,0.99,0.98,275.09,288.0,42.9,0.0,0.3,0.0,707.8,11718588.79,0.03
9622,7.2,21.0,45562.64,2822.15,8996.65,391.32,391.32,877.14,288.0,703.79,3.29,1.0,17.1,1.04,55.55,1.09,0.99,0.98,266.61,288.0,41.16,0.0,0.31,0.0,782.64,13465348.29,0.03
9623,6.2,18.0,41323.53,2626.34,8541.29,354.41,354.41,839.6,288.0,683.63,3.06,1.0,15.85,1.04,51.81,1.02,0.99,0.98,274.38,288.0,43.13,0.0,0.31,0.0,708.82,11365197.3,0.03
9624,4.17,12.0,25153.39,2049.72,7680.31,208.25,208.25,716.06,288.0,629.66,2.26,1.0,11.81,1.03,33.46,0.67,0.99,0.98,316.84,288.0,53.32,0.0,0.27,0.0,416.5,5399078.99,0.03
9625,3.14,9.0,14107.98,1641.68,7220.1,109.95,109.95,630.14,288.0,594.72,1.7,1.0,9.05,1.02,18.25,0.4,0.99,0.98,370.67,288.0,65.71,0.0,0.23,0.0,219.9,2425392.11,0.03
9626,3.13,9.0,10008.95,1480.43,7230.77,72.74,72.74,601.8,288.0,585.58,1.49,1.0,8.06,1.02,12.58,0.28,0.99,0.98,403.89,288.0,72.65,0.0,0.2,0.0,145.48,1551690.19,0.03
9627,4.15,12.0,15439.89,1662.93,7737.44,121.1,121.1,648.31,288.0,607.93,1.75,1.0,9.44,1.02,17.91,0.38,0.99,0.98,370.46,288.0,64.4,0.0,0.21,0.0,242.2,2688727.49,0.03
9628,5.15,15.0,22357.18,1949.58,8278.3,181.97,181.97,706.76,288.0,634.49,2.11,1.0,11.31,1.03,26.17,0.52,0.99,0.98,334.96,288.0,56.1,0.0,0.24,0.0,363.94,4564431.59,0.03
9629,6.16,18.0,30695.4,2306.65,8723.21,256.08,256.08,772.28,288.0,663.74,2.55,1.0,13.54,1.03,35.56,0.71,0.99,0.98,302.85,288.0,49.02,0.0,0.26,0.0,512.16,7414529.83,0.03
9630,7.18,21.0,41434.76,2700.76,9077.73,353.87,353.87,848.98,288.0,695.3,3.09,1.0,16.19,1.04,48.54,0.96,0.99,0.98,274.75,288.0,42.95,0.0,0.3,0.0,707.74,11718700.05,0.03
9631,7.2,21.0,45587.18,2822.14,8997.51,391.29,391.29,876.85,288.0,703.71,3.29,1.0,17.08,1.04,55.44,1.09,0.99,0.98,266.52,288.0,41.2,0.0,0.31,0.0,782.58,13472552.98,0.03
9632,6.2,18.0,41411.76,2626.27,8542.57,354.38,354.38,841.21,288.0,683.81,3.07,1.0,15.85,1.04,51.68,1.02,0.99,0.98,274.01,288.0,43.14,0.0,0.31,0.0,708.76,11389159.61,0.03
9633,4.17,12.0,25305.19,2049.6,7682.18,208.23,208.23,719.56,288.0,630.1,2.27,1.0,11.83,1.03,33.33,0.67,0.99,0.98,316.99,288.0,53.26,0.0,0.27,0.0,416.46,5431344.28,0.03
9634,3.14,9.0,14275.15,1641.54,7222.27,109.93,109.93,634.08,288.0,595.24,1.71,1.0,9.07,1.02,18.17,0.4,0.99,0.98,370.81,288.0,65.63,0.0,0.23,0.0,219.86,2453922.08,0.03
9635,3.13,9.0,10112.35,1480.35,7232.9,72.73,72.73,603.9,288.0,585.84,1.49,1.0,8.07,1.02,12.52,0.28,0.99,0.98,405.3,288.0,72.59,0.0,0.2,0.0,145.46,1567635.6,0.03
9636,4.15,12.0,15479.58,1662.91,7739.19,121.08,121.08,648.52,288.0,607.93,1.75,1.0,9.44,1.02,17.87,0.38,0.99,0.98,370.58,288.0,64.4,0.0,0.21,0.0,242.16,2695606.75,0.03
9637,5.15,15.0,22357.12,1949.58,8279.59,181.97,181.97,705.79,288.0,634.31,2.11,1.0,11.3,1.03,26.12,0.52,0.99,0.98,334.5,288.0,56.13,0.0,0.24,0.0,363.94,4564419.34,0.03
9638,6.16,18.0,30695.38,2306.66,8724.12,256.11,256.11,771.24,288.0,663.54,2.55,1.0,13.53,1.03,35.49,0.7,0.99,0.98,302.45,288.0,49.04,0.0,0.26,0.0,512.22,7414557.15,0.03
9639,7.18,21.0,41434.87,2700.78,9078.43,353.92,353.92,847.94,288.0,695.11,3.09,1.0,16.17,1.04,48.46,0.96,0.99,0.98,274.41,288.0,42.99,0.0,0.3,0.0,707.84,11718817.95,0.03
9640,7.2,21.0,45636.45,2825.01,9000.28,391.51,391.51,876.26,288.0,703.77,3.29,1.0,17.08,1.04,54.16,1.09,0.99,0.98,266.34,288.0,41.2,0.0,0.31,0.0,783.02,13500829.77,0.03
9641,6.2,18.0,41544.51,2631.88,8547.62,354.73,354.73,842.08,288.0,684.26,3.07,1.0,15.86,1.04,49.22,1.02,0.99,0.98,274.29,288.0,43.14,0.0,0.31,0.0,709.46,11450075.3,0.03
9642,4.17,12.0,25521.24,2057.95,7689.7,208.71,208.71,721.87,288.0,630.93,2.27,1.0,11.86,1.03,29.7,0.67,0.99,0.98,318.0,288.0,53.2,0.0,0.27,0.0,417.42,5500031.9,0.03
9643,3.14,9.0,14476.69,1646.96,7228.16,110.22,110.22,636.99,288.0,595.97,1.71,1.0,9.1,1.02,15.75,0.41,0.99,0.98,372.51,288.0,65.49,0.0,0.23,0.0,220.44,2496783.84,0.03
9644,3.13,9.0,10230.41,1483.02,7236.88,72.87,72.87,605.41,288.0,586.19,1.5,1.0,8.09,1.02,11.3,0.28,0.99,0.98,403.61,288.0,72.46,0.0,0.2,0.0,145.74,1588797.93,0.03
9645,4.15,12.0,15514.25,1662.82,7740.92,121.09,121.09,648.59,288.0,607.89,1.75,1.0,9.44,1.02,17.83,0.38,0.99,0.98,370.62,288.0,64.4,0.0,0.21,0.0,242.18,2701497.95,0.03
9646,5.15,15.0,22357.19,1949.58,8280.87,182.0,182.0,704.82,288.0,634.13,2.11,1.0,11.29,1.03,26.06,0.52,0.99,0.98,334.04,288.0,56.17,0.0,0.24,0.0,364.0,4564433.63,0.03
9647,6.16,18.0,30695.44,2306.66,8725.04,256.12,256.12,770.21,288.0,663.35,2.55,1.0,13.51,1.03,35.42,0.7,0.99,0.98,302.04,288.0,49.1,0.0,0.26,0.0,512.24,7414571.64,0.03
9648,7.18,21.0,41435.05,2700.78,9079.12,353.91,353.91,846.91,288.0,694.93,3.09,1.0,16.15,1.04,48.37,0.96,0.99,0.98,274.08,288.0,43.03,0.0,0.3,0.0,707.82,11718868.85,0.03
9649,7.2,21.0,45577.09,2825.9,9001.66,391.53,391.53,873.42,288.0,703.38,3.29,1.0,17.05,1.04,53.98,1.08,0.99,0.98,265.48,288.0,41.25,0.0,0.31,0.0,783.06,13487516.85,0.03
9650,6.2,18.0,41440.53,2633.59,8549.9,354.79,354.79,837.9,288.0,683.71,3.07,1.0,15.82,1.04,48.96,1.02,0.99,0.98,272.93,288.0,43.22,0.0,0.31,0.0,709.58,11428838.18,0.03
9651,4.17,12.0,25372.34,2060.48,7693.07,208.82,208.82,716.33,288.0,630.22,2.27,1.0,11.82,1.03,29.37,0.66,0.99,0.98,315.56,288.0,53.32,0.0,0.27,0.0,417.64,5474664.93,0.03
9652,3.14,9.0,14402.46,1648.53,7231.3,110.28,110.28,633.74,288.0,595.54,1.71,1.0,9.07,1.02,15.53,0.4,0.99,0.98,370.61,288.0,65.66,0.0,0.23,0.0,220.56,2486349.35,0.03
9653,3.13,9.0,10200.82,1483.77,7239.49,72.89,72.89,603.58,288.0,585.92,1.5,1.0,8.07,1.02,11.18,0.28,0.99,0.98,402.39,288.0,72.6,0.0,0.2,0.0,145.78,1585003.73,0.03
9654,4.15,12.0,15529.45,1662.75,7742.66,121.07,121.07,648.12,288.0,607.78,1.76,1.0,9.43,1.02,17.79,0.38,0.99,0.98,368.25,288.0,64.45,0.0,0.21,0.0,242.14,2704030.89,0.03
9655,5.15,15.0,22357.26,1949.59,8282.16,181.99,181.99,703.86,288.0,633.94,2.11,1.0,11.28,1.03,26.0,0.51,0.99,0.98,333.58,288.0,56.2,0.0,0.24,0.0,363.98,4564471.33,0.03
9656,6.16,18.0,30695.48,2306.67,8725.95,256.13,256.13,769.19,288.0,663.16,2.55,1.0,13.5,1.03,35.35,0.7,0.99,0.98,301.64,288.0,49.12,0.0,0.26,0.0,512.26,7414613.44,0.03
9657,7.18,21.0,41435.08,2700.8,9079.82,353.94,353.94,845.88,288.0,694.74,3.09,1.0,16.14,1.04,48.29,0.95,0.99,0.98,273.75,288.0,43.04,0.0,0.3,0.0,707.88,11718964.12,0.03
9658,7.2,21.0,45624.1,2825.68,9002.38,391.57,391.57,873.79,288.0,703.39,3.29,1.0,17.03,1.04,53.89,1.08,0.99,0.98,265.59,288.0,41.3,0.0,0.31,0.0,783.14,13500377.3,0.03
9659,6.2,18.0,41550.99,2633.01,8550.85,354.81,354.81,840.16,288.0,683.97,3.07,1.0,15.82,1.04,48.89,1.02,0.99,0.98,273.67,288.0,43.23,0.0,0.31,0.0,709.62,11456778.12,0.03
9660,4.17,12.0,25546.21,2059.54,7694.43,208.78,208.78,720.46,288.0,630.72,2.27,1.0,11.84,1.03,29.32,0.67,0.99,0.98,317.38,288.0,53.27,0.0,0.27,0.0,417.56,5509666.69,0.03
9661,3.14,9.0,14545.98,1647.71,7233.06,110.2,110.2,636.99,288.0,595.91,1.72,1.0,9.09,1.02,15.5,0.41,0.99,0.98,370.34,288.0,65.56,0.0,0.23,0.0,220.4,2509876.67,0.03
9662,3.13,9.0,10280.93,1483.3,7241.4,72.83,72.83,604.99,288.0,586.05,1.5,1.0,8.08,1.02,11.14,0.28,0.99,0.98,403.33,288.0,72.53,0.0,0.2,0.0,145.66,1596945.21,0.03
9663,4.15,12.0,15546.17,1662.64,7744.37,121.05,121.05,647.67,288.0,607.66,1.76,1.0,9.42,1.02,17.74,0.38,0.99,0.98,367.99,288.0,64.51,0.0,0.21,0.0,242.1,2706763.15,0.03
9664,5.15,15.0,22357.34,1949.59,8283.45,181.98,181.98,702.89,288.0,633.76,2.11,1.0,11.26,1.03,25.94,0.51,0.99,0.98,333.12,288.0,56.28,0.0,0.24,0.0,363.96,4564487.67,0.03
9665,6.16,18.0,30695.49,2306.67,8726.86,256.1,256.1,768.16,288.0,662.97,2.55,1.0,13.48,1.03,35.27,0.7,0.99,0.98,301.24,288.0,49.18,0.0,0.26,0.0,512.2,7414615.86,0.03
9666,7.18,21.0,41435.18,2700.8,9080.51,353.9,353.9,844.85,288.0,694.56,3.09,1.0,16.12,1.04,48.21,0.95,0.99,0.98,273.41,288.0,43.09,0.0,0.3,0.0,707.8,11718992.4,0.03
9667,7.2,21.0,45692.87,2824.79,9002.68,391.48,391.48,874.9,288.0,703.48,3.29,1.0,17.03,1.04,53.85,1.08,0.99,0.98,265.93,288.0,41.31,0.0,0.31,0.0,782.96,13516468.06,0.03
9668,6.2,18.0,41714.12,2631.05,8550.94,354.65,354.65,844.19,288.0,684.43,3.08,1.0,15.83,1.04,48.91,1.02,0.99,0.98,274.09,288.0,43.24,0.0,0.31,0.0,709.3,11493195.8,0.03
9669,4.17,12.0,25803.38,2056.52,7694.49,208.55,208.55,727.41,288.0,631.55,2.28,1.0,11.87,1.03,29.42,0.68,0.99,0.98,319.04,288.0,53.21,0.0,0.27,0.0,417.1,5556971.3,0.03
9670,3.14,9.0,14760.3,1645.41,7233.91,110.01,110.01,642.61,288.0,596.58,1.72,1.0,9.12,1.02,15.57,0.41,0.99,0.98,373.61,288.0,65.41,0.0,0.23,0.0,220.02,2543302.01,0.03
9671,3.13,9.0,10400.88,1482.07,7242.83,72.72,72.72,607.76,288.0,586.37,1.5,1.0,8.09,1.02,11.17,0.29,0.99,0.98,405.17,288.0,72.48,0.0,0.2,0.0,145.44,1614237.46,0.03
9672,4.15,12.0,15571.91,1662.47,7746.05,121.02,121.02,647.53,288.0,607.59,1.76,1.0,9.42,1.02,17.71,0.38,0.99,0.98,367.91,288.0,64.5,0.0,0.21,0.0,242.04,2710967.56,0.03
9673,5.15,15.0,22357.24,1949.59,8284.73,181.98,181.98,701.93,288.0,633.58,2.11,1.0,11.25,1.03,25.89,0.51,0.99,0.98,332.67,288.0,56.32,0.0,0.24,0.0,363.96,4564467.25,0.03
9674,6.16,18.0,30695.4,2306.67,8727.77,256.11,256.11,767.14,288.0,662.78,2.55,1.0,13.47,1.03,35.21,0.7,0.99,0.98,300.84,288.0,49.2,0.0,0.26,0.0,512.22,7414594.12,0.03
9675,7.18,21.0,41435.15,2700.81,9081.2,353.9,353.9,843.83,288.0,694.38,3.09,1.0,16.1,1.04,48.12,0.95,0.99,0.98,273.08,288.0,43.13,0.0,0.3,0.0,707.8,11719027.31,0.03
9676,7.2,21.0,45727.0,2823.59,9002.75,391.4,391.4,875.3,288.0,703.42,3.29,1.0,17.02,1.04,54.38,1.08,0.99,0.98,266.05,288.0,41.33,0.0,0.31,0.0,782.8,13520817.87,0.03
9677,6.2,18.0,41800.64,2628.43,8550.54,354.44,354.44,846.64,288.0,684.55,3.08,1.0,15.83,1.04,50.21,1.03,0.99,0.98,274.88,288.0,43.24,0.0,0.31,0.0,708.88,11505565.38,0.03
9678,4.17,12.0,25942.17,2052.49,7693.81,208.24,208.24,731.88,288.0,631.85,2.28,1.0,11.88,1.03,31.51,0.68,0.99,0.98,321.0,288.0,53.19,0.0,0.27,0.0,416.48,5575912.74,0.03
9679,3.14,9.0,14883.38,1642.39,7234.21,109.74,109.74,646.3,288.0,596.83,1.72,1.0,9.13,1.02,17.21,0.42,0.99,0.98,375.76,288.0,65.37,0.0,0.23,0.0,219.48,2559802.63,0.03
9680,3.13,9.0,10471.67,1480.45,7243.99,72.58,72.58,609.47,288.0,586.44,1.5,1.0,8.1,1.02,12.05,0.29,0.99,0.98,406.31,288.0,72.4,0.0,0.2,0.0,145.16,1623447.73,0.03
9681,4.15,12.0,15590.49,1662.27,7747.72,120.98,120.98,647.21,288.0,607.49,1.76,1.0,9.41,1.02,17.81,0.38,0.99,0.98,367.73,288.0,64.56,0.0,0.21,0.0,241.96,2713875.69,0.03
9682,5.15,15.0,22357.43,1949.59,8286.02,181.99,181.99,700.98,288.0,633.4,2.11,1.0,11.24,1.03,25.83,0.51,0.99,0.98,332.22,288.0,56.35,0.0,0.24,0.0,363.98,4564506.04,0.03
9683,6.16,18.0,30695.46,2306.68,8728.68,256.13,256.13,766.12,288.0,662.6,2.55,1.0,13.45,1.03,35.13,0.7,0.99,0.98,300.44,288.0,49.26,0.0,0.26,0.0,512.26,7414640.76,0.03
9684,7.18,21.0,41435.19,2700.81,9081.89,353.95,353.95,842.8,288.0,694.2,3.09,1.0,16.08,1.04,48.04,0.95,0.99,0.98,272.75,288.0,43.17,0.0,0.3,0.0,707.9,11719038.62,0.03
9685,7.2,21.0,45712.68,2822.32,9002.73,391.4,391.4,874.34,288.0,703.16,3.29,1.0,16.99,1.04,54.9,1.08,0.99,0.98,265.76,288.0,41.39,0.0,0.31,0.0,782.8,13510504.14,0.03
9686,6.2,18.0,41785.95,2625.75,8550.0,354.33,354.33,846.2,288.0,684.28,3.08,1.0,15.81,1.04,51.43,1.03,0.99,0.98,274.74,288.0,43.28,0.0,0.31,0.0,708.66,11489794.8,0.03
9687,4.17,12.0,25926.9,2048.38,7692.94,208.0,208.0,731.95,288.0,631.56,2.28,1.0,11.86,1.03,33.43,0.68,0.99,0.98,321.03,288.0,53.25,0.0,0.27,0.0,416.0,5561471.77,0.03
9688,3.14,9.0,14896.44,1639.42,7234.47,109.53,109.53,646.8,288.0,596.68,1.72,1.0,9.12,1.02,18.6,0.42,0.99,0.98,376.05,288.0,65.43,0.0,0.23,0.0,219.06,2557415.77,0.03
9689,3.13,9.0,10485.16,1478.9,7245.14,72.46,72.46,609.5,288.0,586.31,1.5,1.0,8.09,1.02,12.76,0.29,0.99,0.98,406.33,288.0,72.47,0.0,0.2,0.0,144.92,1623837.21,0.03
9690,4.15,12.0,15604.5,1662.13,7749.42,120.96,120.96,646.75,288.0,607.37,1.76,1.0,9.41,1.02,17.83,0.38,0.99,0.98,367.47,288.0,64.55,0.0,0.21,0.0,241.92,2716085.67,0.03
9691,5.15,15.0,22357.4,1949.59,8287.31,181.99,181.99,700.02,288.0,633.22,2.11,1.0,11.23,1.03,25.77,0.51,0.99,0.98,331.76,288.0,56.39,0.0,0.24,0.0,363.98,4564499.92,0.03
9692,6.16,18.0,30695.38,2306.68,8729.58,256.12,256.12,765.11,288.0,662.41,2.55,1.0,13.44,1.03,35.06,0.7,0.99,0.98,300.04,288.0,49.29,0.0,0.26,0.0,512.24,7414621.43,0.03
9693,7.18,21.0,41435.12,2700.82,9082.57,353.97,353.97,841.79,288.0,694.02,3.09,1.0,16.06,1.04,47.96,0.95,0.99,0.98,272.42,288.0,43.21,0.0,0.3,0.0,707.94,11719062.22,0.03
9694,7.2,21.0,45675.13,2821.44,9002.95,391.39,391.39,872.61,288.0,702.85,3.29,1.0,16.96,1.04,55.25,1.08,0.99,0.98,265.23,288.0,41.44,0.0,0.31,0.0,782.78,13495197.02,0.03
9695,6.2,18.0,41719.47,2623.84,8549.94,354.28,354.28,844.07,288.0,683.85,3.07,1.0,15.77,1.04,52.3,1.03,0.99,0.99,274.94,288.0,43.36,0.0,0.31,0.0,708.56,11463170.42,0.02
9696,4.17,12.0,25831.4,2045.45,7692.78,207.85,207.85,729.4,288.0,631.01,2.28,1.0,11.83,1.03,34.84,0.68,0.99,0.99,319.91,288.0,53.34,0.0,0.27,0.0,415.7,5533060.65,0.02
9697,3.14,9.0,14847.12,1637.22,7235.19,109.37,109.37,645.31,288.0,596.31,1.72,1.0,9.1,1.02,19.68,0.42,0.99,0.99,375.18,288.0,65.53,0.0,0.23,0.0,218.74,2545528.0,0.02
9698,3.13,9.0,10464.85,1477.73,7246.52,72.35,72.35,608.48,288.0,586.07,1.5,1.0,8.08,1.02,13.33,0.29,0.99,0.99,405.65,288.0,72.53,0.0,0.2,0.0,144.7,1619409.62,0.02
9699,4.15,12.0,15613.24,1661.99,7751.11,120.93,120.93,646.14,288.0,607.24,1.75,1.0,9.4,1.02,17.88,0.37,0.99,0.99,369.22,288.0,64.6,0.0,0.21,0.0,241.86,2717378.03,0.02
9700,5.15,15.0,22357.49,1949.59,8288.59,181.97,181.97,699.07,288.0,633.04,2.11,1.0,11.22,1.03,25.72,0.51,0.99,0.99,331.31,288.0,56.42,0.0,0.24,0.0,363.94,4564518.29,0.02
9701,6.16,18.0,30695.39,2306.68,8730.49,256.09,256.09,764.09,288.0,662.22,2.55,1.0,13.43,1.03,35.0,0.69,0.99,0.99,299.64,288.0,49.31,0.0,0.26,0.0,512.18,7414623.85,0.02
9702,7.18,21.0,41435.13,2700.82,9083.26,353.9,353.9,840.77,288.0,693.83,3.09,1.0,16.05,1.04,47.88,0.95,0.99,0.99,272.09,288.0,43.23,0.0,0.3,0.0,707.8,11719065.04,0.02
9703,7.2,21.0,45522.16,2820.31,9002.87,391.23,391.23,867.65,288.0,702.04,3.28,1.0,16.92,1.04,55.5,1.07,0.99,0.99,264.53,288.0,41.49,0.0,0.31,0.0,782.46,13444613.63,0.02
9704,6.2,18.0,41433.59,2621.21,8549.13,353.99,353.99,835.85,288.0,682.48,3.06,1.0,15.7,1.04,53.14,1.01,0.99,0.99,273.15,288.0,43.47,0.0,0.31,0.0,707.98,11373208.43,0.02
9705,4.17,12.0,25412.41,2041.31,7691.44,207.47,207.47,717.91,288.0,629.07,2.26,1.0,11.74,1.03,36.27,0.67,0.99,0.99,317.66,288.0,53.58,0.0,0.27,0.0,414.94,5432296.11,0.02
9706,3.14,9.0,14601.21,1633.86,7234.89,109.02,109.02,638.48,288.0,595.07,1.71,1.0,9.04,1.02,21.04,0.41,0.99,0.99,373.38,288.0,65.83,0.0,0.23,0.0,218.04,2498229.35,0.02
9707,3.13,9.0,10351.92,1475.87,7247.33,72.15,72.15,604.97,288.0,585.4,1.49,1.0,8.05,1.02,14.11,0.29,0.99,0.99,406.02,288.0,72.72,0.0,0.2,0.0,144.3,1599917.65,0.02
9708,4.15,12.0,15633.39,1661.62,7752.68,120.87,120.87,645.9,288.0,607.13,1.75,1.0,9.39,1.02,18.07,0.38,0.99,0.99,369.09,288.0,64.66,0.0,0.21,0.0,241.74,2720279.26,0.02
9709,5.15,15.0,22357.5,1949.58,8289.89,181.99,181.99,698.12,288.0,632.87,2.11,1.0,11.21,1.03,25.66,0.51,0.99,0.99,330.86,288.0,56.46,0.0,0.24,0.0,363.98,4564496.92,0.02
9710,6.16,18.0,30695.33,2306.67,8731.41,256.11,256.11,763.08,288.0,662.03,2.55,1.0,13.41,1.03,34.92,0.69,0.99,0.99,299.25,288.0,49.37,0.0,0.26,0.0,512.22,7414577.21,0.02
9711,7.18,21.0,41435.1,2700.82,9083.94,353.9,353.9,839.76,288.0,693.66,3.09,1.0,16.03,1.04,47.79,0.94,0.99,0.99,271.77,288.0,43.27,0.0,0.3,0.0,707.8,11719056.56,0.02
9712,7.2,21.0,45394.9,2820.37,9003.57,391.23,391.23,862.78,288.0,701.3,3.28,1.0,16.87,1.04,55.16,1.06,0.99,0.99,263.04,288.0,41.57,0.0,0.31,0.0,782.46,13407313.61,0.02
9713,6.2,18.0,41180.21,2621.31,8550.12,353.96,353.96,827.2,288.0,681.18,3.05,1.0,15.63,1.04,52.58,1.0,0.99,0.99,271.21,288.0,43.58,0.0,0.31,0.0,707.92,11304088.77,0.02
9714,4.17,12.0,25032.72,2041.45,7692.9,207.45,207.45,705.47,288.0,627.2,2.25,1.0,11.65,1.03,35.51,0.66,0.99,0.99,313.54,288.0,53.84,0.0,0.27,0.0,414.9,5351498.49,0.02
9715,3.14,9.0,14349.97,1633.91,7236.82,108.99,108.99,629.99,288.0,593.78,1.7,1.0,8.98,1.02,20.57,0.4,0.99,0.99,370.58,288.0,66.12,0.0,0.23,0.0,217.98,2455317.97,0.02
9716,3.13,9.0,10226.89,1475.88,7249.35,72.14,72.14,600.32,288.0,584.68,1.49,1.0,8.02,1.02,13.87,0.28,0.99,0.99,402.9,288.0,72.9,0.0,0.2,0.0,144.28,1580604.63,0.02
9717,4.15,12.0,15634.67,1661.59,7754.45,120.86,120.86,645.05,288.0,606.97,1.75,1.0,9.38,1.02,18.05,0.37,0.99,0.99,368.6,288.0,64.71,0.0,0.21,0.0,241.72,2720452.87,0.02
9718,5.15,15.0,22357.62,1949.58,8291.17,182.0,182.0,697.18,288.0,632.69,2.11,1.0,11.2,1.03,25.6,0.51,0.99,0.99,330.42,288.0,56.49,0.0,0.24,0.0,364.0,4564521.42,0.02
9719,6.16,18.0,30695.34,2306.67,8732.31,256.14,256.14,762.08,288.0,661.84,2.55,1.0,13.4,1.03,34.85,0.69,0.99,0.99,298.85,288.0,49.39,0.0,0.26,0.0,512.28,7414579.63,0.02
9720,7.18,21.0,41435.01,2700.82,9084.63,353.97,353.97,838.75,288.0,693.47,3.09,1.0,16.01,1.04,47.71,0.94,0.99,0.99,271.44,288.0,43.31,0.0,0.3,0.0,707.94,11719031.1,0.02
9721,7.2,21.0,45301.26,2821.38,9004.92,391.38,391.38,858.31,288.0,700.66,3.27,1.0,16.84,1.04,54.32,1.06,0.99,0.99,262.48,288.0,41.61,0.0,0.31,0.0,782.76,13384448.56,0.02
9722,6.2,18.0,41008.48,2622.74,8552.03,354.07,354.07,819.89,288.0,680.12,3.04,1.0,15.58,1.04,51.33,0.99,0.99,0.99,269.7,288.0,43.65,0.0,0.31,0.0,708.14,11263089.37,0.02
9723,4.17,12.0,24782.88,2043.3,7695.59,207.46,207.46,695.31,288.0,625.73,2.24,1.0,11.58,1.03,33.87,0.64,0.99,0.99,310.41,288.0,54.04,0.0,0.27,0.0,414.92,5302888.88,0.02
9724,3.14,9.0,14209.17,1634.17,7238.98,108.81,108.81,623.94,288.0,592.82,1.7,1.0,8.94,1.02,20.04,0.4,0.99,0.99,367.02,288.0,66.31,0.0,0.23,0.0,217.62,2431613.59,0.02
9725,3.13,9.0,10164.27,1475.72,7251.32,71.98,71.98,597.17,288.0,584.14,1.49,1.0,7.99,1.02,13.76,0.28,0.99,0.99,400.79,288.0,73.11,0.0,0.2,0.0,143.96,1570756.17,0.02
9726,4.15,12.0,15650.22,1661.01,7755.88,120.76,120.76,644.76,288.0,606.85,1.75,1.0,9.38,1.02,18.35,0.38,0.99,0.99,368.43,288.0,64.7,0.0,0.21,0.0,241.52,2722208.04,0.02
9727,5.15,15.0,22357.63,1949.58,8292.46,181.99,181.99,696.23,288.0,632.51,2.11,1.0,11.19,1.03,25.55,0.51,0.99,0.99,329.97,288.0,56.52,0.0,0.24,0.0,363.98,4564523.46,0.02
9728,6.16,18.0,30695.23,2306.67,8733.22,256.12,256.12,761.07,288.0,661.66,2.55,1.0,13.38,1.03,34.79,0.69,0.99,0.99,298.46,288.0,49.45,0.0,0.26,0.0,512.24,7414553.06,0.02
9729,7.18,21.0,41434.89,2700.82,9085.31,353.92,353.92,837.74,288.0,693.3,3.09,1.0,15.99,1.04,47.63,0.94,0.99,0.99,271.11,288.0,43.36,0.0,0.3,0.0,707.84,11718997.16,0.02
9730,7.2,21.0,45278.1,2822.36,9006.34,391.34,391.34,856.07,288.0,700.37,3.27,1.0,16.81,1.04,53.65,1.06,0.99,0.99,261.8,288.0,41.66,0.0,0.31,0.0,782.68,13382252.52,0.02
